mapid,id,lat,long;
0101;0001;0.0007741;0.0012984
0101;0003;0.0007071;0.0012444
0101;0200;0.000758;0.0010474
0101;0201;0.0007377;0.0010457
0101;0202;0.0007377;0.0011027
0101;0203;0.0007179;0.0011027
0101;0204;0.0007377;0.0011405
0101;0205;0.0007028;0.0010474
0101;0206;0.0006766;0.001048
0101;0207;0.000701;0.0011411
0101;0208;0.0007388;0.0011777
0101;0209;0.0007394;0.0011928
0101;0210;0.0007394;0.0012178
0101;0211;0.0007388;0.0012458
0101;0212;0.0007383;0.0012708
0101;0213;0.0007388;0.0012987
0101;0214;0.0007394;0.0013266
0101;0215;0.0007394;0.0013539
0101;0216;0.0007406;0.0014069
0101;0217;0.0007534;0.0014069
0101;0218;0.000783;0.0014074
0101;0219;0.0007545;0.0014418
0101;0220;0.0006463;0.0014075
0101;0221;0.0006458;0.0013545
0101;0222;0.0006457;0.0014534
0101;0223;0.0006452;0.0015063
0101;0224;0.0006469;0.001554
0101;0225;0.0006487;0.001593
0101;0226;0.0006784;0.0015942
0101;0227;0.0006143;0.0015942
0101;0228;0.0005783;0.0015953
0101;0229;0.0005539;0.0015959
0101;0230;0.0005765;0.0015354
0101;0231;0.0005777;0.0014557
0101;0232;0.0005766;0.0014086
0101;0233;0.0005764;0.0013929
0101;0234;0.0003689;0.0014069
0101;0235;0.0003689;0.0013662
0101;0236;0.0003689;0.0013272
0101;0237;0.0003678;0.0012929
0101;0238;0.0003701;0.0012527
0101;0239;0.0003689;0.0012149
0101;0240;0.0003712;0.0011818
0101;0241;0.0003707;0.001148
0101;0242;0.0003701;0.0011236
0101;0243;0.000355;0.0011224
0101;0244;0.000355;0.0011003
0101;0245;0.0007359;0.0009555
